SampleID,Species ID,Kind,Common Name,Scientific Name,Sensitivity,pH,Temperature,Ammonia,Nitrite,Nitrate,DissolvedO2,Quality,Failed Parameters,Primary Issue,Recommended Action,Action Priority,Min pH,Max pH,Min Temp (C),Max Temp (C),Max Safe Ammonia (ppm),Max Safe Nitrite (ppm),Max Safe Nitrate (ppm),Min Dissolved O2 (mg/L)
105,7,Fish,Congo Tetra,Phenacogrammus interruptus,Medium,7.0,24.5,0.755,0.606,3.5,9.8,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.4
106,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,6.14,24.1,0.004,0.0,4.2,8.2,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
107,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,6.23,26.0,0.001,0.002,6.3,11.1,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
108,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,6.09,26.8,0.002,0.001,7.2,11.1,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
109,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,6.42,27.1,0.002,0.002,8.3,9.4,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
110,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,7.21,24.6,0.015,0.008,14.3,7.2,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
111,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,6.48,23.5,0.007,0.005,13.1,6.8,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
112,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,7.05,26.6,0.01,0.012,16.6,6.7,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
113,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,6.27,26.2,0.05,0.002,8.4,8.1,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
114,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,7.76,24.1,0.004,0.004,6.0,10.3,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
115,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,7.74,25.9,0.001,0.003,7.5,8.2,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
116,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,7.25,21.0,0.002,0.002,5.3,10.5,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
117,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,6.84,26.5,0.592,1.044,5.9,8.1,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
118,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,6.21,27.0,1.231,2.16,56.0,11.5,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
119,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,10.02,15.1,0.002,0.003,7.8,9.4,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
120,8,Fish,Diamond Tetra,Moenkhausia pittieri,Low,7.29,26.9,0.17,2.015,4.3,10.7,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
121,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,6.59,25.3,0.004,0.002,4.9,10.2,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
122,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,6.86,24.2,0.002,0.004,5.6,8.8,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
123,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,6.59,24.1,0.001,0.001,6.8,9.3,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
124,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,7.36,23.5,0.0,0.003,7.8,9.1,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
125,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,6.32,23.0,0.012,0.007,14.6,6.6,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
126,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,6.72,26.7,0.014,0.007,13.7,6.9,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
127,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,6.45,25.7,0.016,0.013,18.9,8.1,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
128,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,7.36,22.9,0.001,0.001,29.8,8.4,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
129,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,6.81,23.2,0.047,0.001,7.6,10.1,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
130,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,6.48,21.0,0.002,0.003,7.2,8.8,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
131,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,7.28,23.0,0.038,0.003,4.1,9.5,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
132,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,6.41,25.3,0.12,0.003,5.0,2.1,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
133,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,6.3,26.2,0.6,1.262,5.9,9.8,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
134,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,6.66,23.1,0.621,0.703,5.7,11.4,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
135,9,Fish,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,Medium,6.42,22.7,0.545,1.031,4.9,10.2,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,27.0,0.02,0.02,20.0,6.3
136,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,6.72,23.5,0.004,0.003,7.1,9.7,excellent,,,Keep weekly testing and regular water changes.,low,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
137,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,5.91,27.0,0.001,0.0,5.0,10.9,excellent,,,Keep weekly testing and regular water changes.,low,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
138,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,6.91,26.2,0.003,0.001,8.0,9.6,excellent,,,Keep weekly testing and regular water changes.,low,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
139,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,6.95,22.6,0.004,0.001,3.5,9.6,excellent,,,Keep weekly testing and regular water changes.,low,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
140,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,5.81,23.0,0.013,0.006,18.5,6.9,good,,,Keep weekly testing and regular water changes.,low,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
141,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,7.16,24.8,0.014,0.008,15.8,7.9,good,,,Keep weekly testing and regular water changes.,low,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
142,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,6.29,23.2,0.014,0.012,13.2,7.1,good,,,Keep weekly testing and regular water changes.,low,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
143,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,7.49,29.5,0.004,0.002,6.6,9.1,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
144,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,7.16,24.5,0.038,0.003,5.8,11.3,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
145,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,5.12,24.2,0.002,0.002,3.9,8.3,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
146,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,7.0,22.7,0.001,0.001,25.7,11.1,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
147,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,7.01,23.2,1.042,2.316,74.8,10.4,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
148,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,7.62,25.5,0.228,3.598,82.7,11.5,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
149,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,4.8,34.7,0.002,0.002,8.1,11.1,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
150,10,Fish,Serpae Tetra,Hyphessobrycon eques,Low,7.53,27.0,0.798,1.167,7.1,10.8,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.5,7.8,22.0,28.0,0.02,0.02,20.0,6.2
151,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,6.69,24.5,0.003,0.001,4.5,10.2,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
152,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,6.63,24.4,0.003,0.003,4.1,8.1,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
153,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,6.53,26.6,0.003,0.001,7.2,8.5,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
154,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,6.6,27.4,0.001,0.001,5.4,10.3,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
155,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,7.38,27.8,0.008,0.002,17.7,6.9,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
156,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,7.31,26.3,0.008,0.012,14.1,7.2,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
157,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,6.83,25.5,0.014,0.009,19.0,8.1,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
158,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,5.83,24.0,0.003,0.004,4.9,9.7,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
159,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,6.98,29.4,0.003,0.003,7.5,9.6,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
160,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,7.08,26.6,0.03,0.004,3.9,11.2,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
161,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,7.66,23.9,0.0,0.0,5.5,10.8,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
162,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,6.95,26.7,0.12,0.001,7.7,3.6,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
163,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,6.2,25.1,0.12,0.001,7.1,3.4,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
164,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,6.7,25.0,1.188,2.146,54.6,8.5,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
165,11,Fish,Lemon Tetra,Hyphessobrycon pulchripinnis,Low,6.61,27.4,0.894,2.009,5.5,9.5,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,28.0,0.02,0.02,20.0,6.3
166,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,6.69,23.3,0.001,0.003,4.7,10.7,excellent,,,Keep weekly testing and regular water changes.,low,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
167,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,6.12,24.7,0.003,0.003,3.3,8.4,excellent,,,Keep weekly testing and regular water changes.,low,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
168,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,6.19,24.4,0.001,0.002,7.1,11.0,excellent,,,Keep weekly testing and regular water changes.,low,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
169,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,6.11,24.1,0.001,0.002,4.8,10.1,excellent,,,Keep weekly testing and regular water changes.,low,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
170,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,6.35,22.5,0.007,0.003,18.4,7.6,good,,,Keep weekly testing and regular water changes.,low,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
171,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,5.36,26.3,0.012,0.007,18.6,6.7,good,,,Keep weekly testing and regular water changes.,low,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
172,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,5.44,24.9,0.009,0.01,14.3,6.8,good,,,Keep weekly testing and regular water changes.,low,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
173,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,5.46,27.9,0.001,0.001,7.7,9.3,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
174,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,5.74,28.0,0.002,0.001,7.8,11.4,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
175,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,7.36,23.0,0.002,0.0,7.6,10.8,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
176,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,6.91,22.8,0.002,0.001,31.9,10.2,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
177,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,5.39,26.3,0.585,4.801,52.0,9.5,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
178,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,4.67,35.0,0.003,0.002,5.1,9.6,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
179,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,4.58,33.8,0.002,0.002,6.6,10.1,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
180,12,Fish,Green Neon Tetra,Paracheirodon simulans,Medium,5.8,23.4,0.12,0.003,4.5,4.0,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.0,7.0,22.0,27.0,0.02,0.02,20.0,6.4
181,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,6.88,25.5,0.0,0.004,5.2,11.3,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
182,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,6.86,23.6,0.0,0.003,6.1,8.2,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
183,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,7.08,26.0,0.002,0.002,3.2,10.9,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
184,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,6.52,26.1,0.001,0.002,4.6,8.7,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
185,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,7.15,25.0,0.012,0.014,18.8,7.9,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
186,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,6.29,25.3,0.016,0.005,13.6,7.8,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
187,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,6.72,25.2,0.017,0.009,15.5,7.1,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
188,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,6.64,23.9,0.003,0.003,23.3,9.2,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
189,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,6.78,24.9,0.044,0.001,6.7,9.4,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
190,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,6.13,28.0,0.002,0.001,3.9,8.8,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
191,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,7.35,29.5,0.003,0.004,3.6,10.4,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
192,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,9.99,13.2,0.002,0.0,6.0,11.6,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
193,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,7.33,25.9,0.605,1.907,7.5,8.6,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
194,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,6.84,24.7,0.313,2.859,98.0,9.2,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
195,13,Fish,Penguin Tetra,Thayeria boehlkei,Low,7.24,25.6,0.258,1.703,7.6,11.4,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,23.0,27.0,0.02,0.02,20.0,6.3
196,14,Fish,Buenos Aires Tetra,Hyphessobrycon anisitsi,Low,7.08,22.3,0.004,0.004,6.9,9.8,excellent,,,Keep weekly testing and regular water changes.,low,6.0,8.0,18.0,26.0,0.02,0.02,20.0,6.4
197,14,Fish,Buenos Aires Tetra,Hyphessobrycon anisitsi,Low,6.92,21.2,0.001,0.002,3.7,8.5,excellent,,,Keep weekly testing and regular water changes.,low,6.0,8.0,18.0,26.0,0.02,0.02,20.0,6.4
198,14,Fish,Buenos Aires Tetra,Hyphessobrycon anisitsi,Low,7.51,21.6,0.004,0.002,3.4,8.7,excellent,,,Keep weekly testing and regular water changes.,low,6.0,8.0,18.0,26.0,0.02,0.02,20.0,6.4
199,14,Fish,Buenos Aires Tetra,Hyphessobrycon anisitsi,Low,6.46,25.2,0.001,0.002,8.1,11.5,excellent,,,Keep weekly testing and regular water changes.,low,6.0,8.0,18.0,26.0,0.02,0.02,20.0,6.4
200,14,Fish,Buenos Aires Tetra,Hyphessobrycon anisitsi,Low,6.48,18.5,0.009,0.001,14.2,7.5,good,,,Keep weekly testing and regular water changes.,low,6.0,8.0,18.0,26.0,0.02,0.02,20.0,6.4
201,14,Fish,Buenos Aires Tetra,Hyphessobrycon anisitsi,Low,7.81,22.3,0.013,0.003,17.8,7.6,good,,,Keep weekly testing and regular water changes.,low,6.0,8.0,18.0,26.0,0.02,0.02,20.0,6.4
202,14,Fish,Buenos Aires Tetra,Hyphessobrycon anisitsi,Low,7.71,25.5,0.01,0.001,14.4,7.3,good,,,Keep weekly testing and regular water changes.,low,6.0,8.0,18.0,26.0,0.02,0.02,20.0,6.4
203,14,Fish,Buenos Aires Tetra,Hyphessobrycon anisitsi,Low,5.61,21.2,0.003,0.002,4.2,9.3,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.0,8.0,18.0,26.0,0.02,0.02,20.0,6.4
204,14,Fish,Buenos Aires Tetra,Hyphessobrycon anisitsi,Low,6.88,17.0,0.003,0.001,8.1,8.8,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,8.0,18.0,26.0,0.02,0.02,20.0,6.4
205,14,Fish,Buenos Aires Tetra,Hyphessobrycon anisitsi,Low,7.0,16.5,0.002,0.002,8.4,9.9,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,8.0,18.0,26.0,0.02,0.02,20.0,6.4
